"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Is indexable page"	"Hreflang links"	"Hreflang links codes"	"Hreflang issues"	"Hreflang group ID"	"No. of hreflang inlinks"	"No. of all inlinks"
"38"	"https://www.spotcircuit.com/solutions"	"Solutions | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/solutions"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"82"
"38"	"https://www.spotcircuit.com/cookies"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/cookies"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"82"
"38"	"https://www.spotcircuit.com/privacy"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/privacy"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"82"
"27"	"https://www.spotcircuit.com/blog/google-business-profile-optimization"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog/google-business-profile-optimization"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"29"
"27"	"https://www.spotcircuit.com/blog/ai-automation-guide"	"Up Automation | Automating Your Lead Generation with AI: Step | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog/ai-automation-guide"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"29"
"27"	"https://www.spotcircuit.com/blog/reputation-management-guide"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog/reputation-management-guide"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"29"
"26"	"https://www.spotcircuit.com/blog?category=AI%2FAutomation"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?category=AI%2FAutomation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=efficiency"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=efficiency"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=business%20growth"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=business%20growth"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=process%20optimization"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=process%20optimization"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=online%20reviews"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=online%20reviews"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?category=Marketing%20Automation"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?category=Marketing%20Automation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=local%20search"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=local%20search"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=marketing%20automation"	"Posts with ""marketing Automation"" SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=marketing%20automation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=lead%20generation"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=lead%20generation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=AI"	"Posts with ""AI"" SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=AI"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?category=Business%20Growth"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?category=Business%20Growth"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=digital%20marketing"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=digital%20marketing"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"26"
"26"	"https://www.spotcircuit.com/blog?tag=automation"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=automation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=optimization"	"Posts with ""optimization"" SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=optimization"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=ROI"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=ROI"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=reputation%20management"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=reputation%20management"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=local%20business"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=local%20business"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=local%20SEO"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=local%20SEO"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"26"
"26"	"https://www.spotcircuit.com/blog?tag=strategy"	"Posts with ""strategy"" SpotCircuit - AI-Powered Local SEO"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=strategy"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=customer%20experience"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=customer%20experience"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=SEO%20trends"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=SEO%20trends"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?tag=Google%20Business%20Profile"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?tag=Google%20Business%20Profile"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?category=SEO%20Strategy"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?category=SEO%20Strategy"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"26"	"https://www.spotcircuit.com/blog?category=Local%20SEO"	"Posts in ""Local SEO"" Category | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog?category=Local%20SEO"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"25"
"22"	"https://www.spotcircuit.com/ai-search-visibility"	"AI Search Visibility Services - Optimize for ChatGPT, Google & More | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/ai-search-visibility"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"9"
"22"	"https://www.spotcircuit.com/lead-generation"	"B2B AI Lead Generation Services - Recruiting, SaaS, Insurance | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/lead-generation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"8"
"22"	"https://www.spotcircuit.com/lead-generation/analytics"	"Industry-Specific B2B Analytics | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/lead-generation/analytics"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"7"
"22"	"https://www.spotcircuit.com/resources"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/resources"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"7"
"22"	"https://www.spotcircuit.com/blog/marketing-automation-strategy"	"Building a 2025 Marketing Automation Strategy | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog/marketing-automation-strategy"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"9"
"22"	"https://www.spotcircuit.com/ai-automation"	"AI Automation Services - n8n, Make, Zapier Workflows | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/ai-automation"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"10"
"21"	"https://www.spotcircuit.com/lead-generation/ai-lead-capture"	"AI Lead Capture for Recruiting Agencies | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/lead-generation/ai-lead-capture"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"6"
"21"	"https://www.spotcircuit.com/lead-generation/conversion-optimization"	"B2B SaaS Conversion Optimization | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/lead-generation/conversion-optimization"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"6"
"21"	"https://www.spotcircuit.com/industries"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"3"
"21"	"https://www.spotcircuit.com/solutions/chatcircuit"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/solutions/chatcircuit"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"6"
"21"	"https://www.spotcircuit.com/blog/seo-trends-2025"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/blog/seo-trends-2025"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"5"
"21"	"https://www.spotcircuit.com/industries/medical-spas"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries/medical-spas"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"3"
"21"	"https://www.spotcircuit.com/roi-calculator"	"ROI Calculator | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/roi-calculator"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"3"
"21"	"https://www.spotcircuit.com/lead-generation/lead-nurturing"	"Insurance Lead Nurturing & Automation | SpotCircuit"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/lead-generation/lead-nurturing"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"6"
"20"	"https://www.spotcircuit.com/industries/saas"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries/saas"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"2"
"20"	"https://www.spotcircuit.com/industries/consulting"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries/consulting"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"2"
"20"	"https://www.spotcircuit.com/industries/financial-advisors"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries/financial-advisors"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"2"
"20"	"https://www.spotcircuit.com/contact?package=advanced"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/contact?package=advanced"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"1"
"20"	"https://www.spotcircuit.com/contact?custom=true"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/contact?custom=true"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"1"
"20"	"https://www.spotcircuit.com/contact?package=premium"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/contact?package=premium"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"1"
"20"	"https://www.spotcircuit.com/industries/insurance"	"SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/industries/insurance"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"2"
"20"	"https://www.spotcircuit.com/contact?package=essential"	"Get in Touch | SpotCircuit - AI-Powered Local SEO & Marketing"	"text/html; charset=utf-8"	"true"	"200"	"0"	"true"	"https://www.spotcircuit.com/contact?package=essential"	""	"Missing self-referencing link
Missing x-default
Some pages are not returning 200 status code"	"764467706759697053"	"0"	"1"
